noise_rate,fidelity,entropy,purity
0.0,1.0000000533216948,2.883083853433423E-15,0.9999999999999964
0.01,0.7407575096827103,1.815129621478102,0.5537892807795344
0.02,0.5521863786142658,2.7136488816536524,0.3195064875551956
0.03,0.415296077047404,3.2384505699240567,0.19669951153550136
0.04,0.3161253278330074,3.552116678466049,0.13243653122251092
0.05,0.24442990493041822,3.739745670761476,0.09886947610678587
0.060000000000000005,0.1927075321928232,3.8510190451726896,0.08136996554958939
0.07,0.15547478913525883,3.91610728501838,0.07226598795950727
0.08,0.1287317304721771,3.9535486785090734,0.06754047904349995
0.09,0.10956651111583324,3.974699255818211,0.06509375124545028
0.09999999999999999,0.09586372299633171,3.9864300421592644,0.0638303566524333
0.10999999999999999,0.0860897439911416,3.992822966121359,0.06317993406844748
0.11999999999999998,0.0791351280194474,3.9962511165646943,0.06284617424343134
0.12999999999999998,0.07419901391613817,3.9980631818449415,0.06267551650919401
0.13999999999999999,0.0707045889117325,3.9990090372093396,0.06258859298471181
0.15,0.06823734489229227,3.999497375780894,0.06254450404285476
0.16,0.06650011070297387,3.999747091329736,0.06252224218997321
0.17,0.06528034164552138,3.999873693159561,0.06251105584458186
0.18000000000000002,0.06442639703653433,3.9999373744834337,0.06250546387296523
0.19000000000000003,0.06383036041716246,3.9999691692247925,0.06250268387017555
0.20000000000000004,0.06341562910550017,3.999984929773496,0.06250130988375312
0.21000000000000005,0.06312798170412859,3.9999926867366473,0.0625006349984274
0.22000000000000006,0.06292914066953521,3.9999964772325325,0.06250030566073043
0.23000000000000007,0.06279216160426025,3.9999983159971224,0.06250014604685722
0.24000000000000007,0.06269813702083084,3.999999201310634,0.0625000692450321
0.25000000000000006,0.06263382885705286,3.9999996242761084,0.06250003256766502
0.26000000000000006,0.0625900187200495,3.999999824738167,0.06250001518948882
0.2700000000000001,0.06256029083170081,3.9999999189600124,0.06250000702285825
0.2800000000000001,0.06254019901057396,3.999999962866499,0.06250000321775388
0.2900000000000001,0.06252668060088558,3.999999983144447,0.06250000146053547
0.3000000000000001,0.06251762450638654,3.99999999242322,0.06250000065650843
0.3100000000000001,0.06251158382441296,3.9999999966284028,0.06250000029213604
0.3200000000000001,0.06250757543205976,3.999999998515278,0.06250000012864343
0.3300000000000001,0.06250492677709074,3.9999999993532267,0.06250000005603824
0.34000000000000014,0.06250318773148733,3.999999999721406,0.06250000002413916
0.35000000000000014,0.06250205084315825,3.9999999998813607,0.06250000001027693
0.36000000000000015,0.06250131182282759,3.99999999995004,0.06250000000432293
0.37000000000000016,0.06250083337343051,3.9999999999792664,0.06250000000179688
0.38000000000000017,0.06250052694842972,3.9999999999914886,0.06250000000073654
0.3900000000000002,0.06250033081484176,3.999999999996541,0.06250000000029748
0.4000000000000002,0.06250020851298724,3.999999999998618,0.06250000000011868
0.4100000000000002,0.06250012892866243,3.999999999999457,0.06250000000004666
0.4200000000000002,0.06250008062249805,3.9999999999997877,0.06250000000001787
0.4300000000000002,0.06250005008349953,3.999999999999921,0.06250000000000691
0.4400000000000002,0.06250003110077164,3.9999999999999583,0.06250000000000198
0.45000000000000023,0.06250001719700198,3.9999999999999867,0.06250000000000094
0.46000000000000024,0.06250001256972285,3.9999999999999907,0.06250000000000006
0.47000000000000025,0.06250000848981714,3.9999999999999742,0.06249999999999889
0.48000000000000026,0.06250000632978245,3.9999999999999902,0.06249999999999956
0.49000000000000027,0.06250000486697495,4.000000000000001,0.06249999999999949
0.5000000000000002,0.06250000217546973,3.999999999999993,0.06249999999999923
0.5100000000000002,0.06250000306558852,4.000000000000003,0.06250000000000014
0.5200000000000002,0.06250000254929122,3.999999999999994,0.06249999999999972
0.5300000000000002,0.06250000143737998,3.999999999999994,0.062499999999999695
0.5400000000000003,0.06250000207811905,3.9999999999999836,0.06249999999999922
0.5500000000000003,0.0625000025495665,3.9999999999999836,0.062499999999999174
0.5600000000000003,0.06250000003198067,4.000000000000004,0.06250000000000028
0.5700000000000003,0.06250000132358648,3.999999999999994,0.06249999999999967
0.5800000000000003,0.06250000163185647,3.9999999999999853,0.06249999999999926
0.5900000000000003,0.06250000237636652,3.999999999999981,0.06249999999999911
0.6000000000000003,0.06250000249691559,4.000000000000012,0.06250000000000061
0.6100000000000003,0.06250000264573621,4.000000000000002,0.0625000000000001
0.6200000000000003,0.06250000188901057,3.9999999999999885,0.06249999999999944
0.6300000000000003,0.06250000152464315,3.999999999999992,0.06249999999999967
0.6400000000000003,0.06250000200450077,3.9999999999999956,0.06250000000000021
0.6500000000000004,0.06250000303287657,3.9999999999999947,0.062499999999999764
0.6600000000000004,0.06250000136774515,3.999999999999986,0.062499999999999285
0.6700000000000004,0.06250000319238035,3.99999999999999,0.06249999999999958
0.6800000000000004,0.06250000055131272,4.000000000000002,0.06250000000000017
0.6900000000000004,0.06250000271107928,4.000000000000005,0.06250000000000024
0.7000000000000004,0.0625000031006095,3.9999999999999902,0.062499999999999535
0.7100000000000004,0.06250000000000006,3.99999999999998,0.06249999999999958
0.7200000000000004,0.06250000217453867,3.9999999999999964,0.062499999999999625
0.7300000000000004,0.06250000120492735,4.000000000000142,0.06249999999999914
0.7400000000000004,0.06250000034163036,3.999999999999998,0.062499999999999896
0.7500000000000004,0.06250000085531232,3.999999999999993,0.062499999999999584
0.7600000000000005,0.06250000147053698,4.0,0.06250000000000001
0.7700000000000005,0.06250000078984944,3.9999999999999947,0.06249999999999953
0.7800000000000005,0.0625000021353259,4.00000000000005,0.06249999999999936
0.7900000000000005,0.062500002164273,4.000000000000002,0.0625
0.8000000000000005,0.06250000262740513,4.000000000000042,0.06250000000000064
0.8100000000000005,0.0625000016412436,4.000000000000098,0.062499999999999806
0.8200000000000005,0.06250000282845158,3.9999999999999187,0.06249999999999914
0.8300000000000005,0.06250000177207209,3.9999999999999023,0.06249999999999956
0.8400000000000005,0.06250000297120865,3.999999999986378,0.0625000000000001
0.8500000000000005,0.06250000163304352,4.00000000007964,0.06249999999999967
0.8600000000000005,0.06250000043523127,3.9999999999999925,0.06249999999999956
0.8700000000000006,0.06252572151674403,4.007015960618792,0.06249999999999986
0.8800000000000006,0.06250000046566112,3.9999999999999982,0.06249999999999988
0.8900000000000006,0.06250000131512756,4.000000000003601,0.06249999999999966
0.9000000000000006,0.06250000065854416,3.999999999999991,0.06249999999999955
0.9100000000000006,0.06250000167896548,3.9999999999999987,0.062499999999999896
0.9200000000000006,0.06250000161309817,4.000000000000012,0.06250000000000054
0.9300000000000006,0.06250000154442346,3.999999999999993,0.06249999999999966
0.9400000000000006,0.06250000071986503,3.9999999999999853,0.062499999999999306
0.9500000000000006,0.06250000044926146,3.9999999999999925,0.062499999999999584
0.9600000000000006,0.06250000131708883,3.9999999999999996,0.062499999999999896
0.9700000000000006,0.06250000109834644,4.0,0.0625
0.9800000000000006,0.062499999999999736,3.999999999999993,0.06249999999999967
0.9900000000000007,0.06250000109834644,4.0,0.0625
