noise_rate,fidelity,entropy,purity,entropy_derivative
0.0,0.9999999999999989,3.203426503814918E-16,0.9999999999999996,0.0
0.01,0.9253815112908922,0.38292724416456847,0.8618988602962478,38.292724416456814
0.02,0.8606947894919161,0.5824163244202077,0.7602014623332366,19.948908025563927
0.03,0.80478446927054,0.7122553280726721,0.6857871454170501,12.98390036524644
0.04,0.7566094365687798,0.8006333494911437,0.6316968058722937,8.83780214184716
0.05,0.7152336049999986,0.8618643472594893,0.5926510094425906,6.123099776834561
0.060000000000000005,0.6798172624027642,0.9045800673839052,0.5646684957160492,4.271572012441582
0.07,0.6496089635532916,0.9344167993249413,0.5447656839509798,2.9836731941036083
0.08,0.6239379455541242,0.9552132302409714,0.5307212286963542,2.0796430916030126
0.09,0.6022070429327482,0.9696449076032521,0.5208925592501132,1.4431677362280688
0.09999999999999999,0.5838860799999992,0.9795995317180437,0.5140737488355323,0.9954624114791648
0.10999999999999999,0.5685057185341561,0.9864160801032783,0.509386066943762,0.6816548385234603
0.11999999999999998,0.5556517393727483,0.991045068537447,0.5061942321904245,0.4628988434168704
0.12999999999999998,0.544959737010188,0.9941596508324062,0.5040427559040498,0.3114582294959202
0.13999999999999999,0.5361102068154364,0.9962343266684341,0.502607894072507,0.20746758360279374
0.15,0.5288240049999995,0.9976014212318365,0.5016616465284798,0.13670945634023368
0.16,0.5228581619826683,0.9984918708831629,0.5010449911384516,0.08904496513264518
0.17,0.5180020303134845,0.9990647205776528,0.500648146190815,0.057284969448989594
0.18000000000000002,0.5140737488355326,0.9994284141240872,0.5003961408125711,0.036369354643439565
0.19000000000000003,0.5109170052792444,0.9996560889842045,0.5002383620085339,0.022767486011732153
0.20000000000000004,0.5083980799999998,0.9997964903669885,0.5001410554953725,0.014040138278392776
0.21000000000000005,0.5064031540858999,0.9998816946698805,0.5000820007644949,0.00852043028920501
0.22000000000000006,0.5048358655787002,0.9999325223815216,0.5000467711917903,0.00508277116411104
0.23000000000000007,0.5036150980669558,0.9999622906988094,0.5000261378680663,0.0029768317287737186
0.24000000000000007,0.5026729864265723,0.9999793842039034,0.5000142897128731,0.001709350509404571
0.25000000000000006,0.5019531249999998,0.9999889930823529,0.5000076293945308,9.60887844947413E-4
0.26000000000000006,0.5014089640214524,0.9999942719748514,0.5000039703592273,5.278892498461469E-4
0.2700000000000001,0.5010023806115964,0.9999971008536378,0.5000020095337808,2.828878786442776E-4
0.2800000000000001,0.5007024111812606,0.9999985764015388,0.5000009867629349,1.47554790097537E-4
0.2900000000000001,0.5004841325998204,0.9999993237095458,0.5000004687687482,7.47308007031932E-5
0.3000000000000001,0.50032768,0.9999996901835767,0.5000002147483652,3.6647403089951036E-5
0.3100000000000001,0.5002173896069244,0.9999998636415354,0.5000000945164822,1.734579586631922E-5
0.3200000000000001,0.5001410554953724,0.9999999425903947,0.5000000397933053,7.894885933890088E-6
0.3300000000000001,0.5000892896952444,0.9999999769957957,0.5000000159452991,3.4405400972659065E-6
0.34000000000000014,0.5000549755813888,0.9999999912794434,0.5000000060446296,1.4283647709056866E-6
0.35000000000000014,0.5000328049999999,0.9999999968948355,0.5000000021523359,5.615392151270266E-7
0.36000000000000015,0.5000188900999164,0.9999999989703894,0.5000000007136716,2.0755538399086485E-7
0.37000000000000016,0.5000104413532286,0.9999999996854295,0.5000000002180435,7.150401382105536E-8
0.38000000000000017,0.5000055037657086,0.9999999999125974,0.5000000000605827,2.2716784009446636E-8
0.3900000000000002,0.5000027437936763,0.9999999999782778,0.5000000000150566,6.5680461069916815E-9
0.4000000000000002,0.5000012799999995,0.9999999999952727,0.5000000000032766,1.6994849971752032E-9
0.4100000000000002,0.5000005509980285,0.999999999999124,0.500000000000607,3.8513636724246644E-10
0.4200000000000002,0.5000002147483649,0.9999999999998666,0.5000000000000931,7.42517158869304E-11
0.4300000000000002,0.5000000737894533,0.9999999999999836,0.5000000000000124,1.170175067954914E-11
0.4400000000000002,0.5000000214990847,0.9999999999999989,0.5000000000000008,1.5321077739827146E-12
0.45000000000000023,0.5000000049999997,1.0,0.49999999999999994,1.1102230246251555E-13
0.46000000000000024,0.5000000008388605,0.9999999999999998,0.5000000000000002,-2.2204460492503112E-14
0.47000000000000025,0.5000000000839804,1.0,0.4999999999999999,2.2204460492503112E-14
0.48000000000000026,0.5000000000032767,1.0,0.5,0.0
0.49000000000000027,0.5000000000000122,1.0,0.4999999999999998,0.0
0.5000000000000002,0.4999999999999998,1.0,0.4999999999999998,0.0
0.5100000000000002,0.5000000000000127,1.0,0.5,0.0
0.5200000000000002,0.5000000000032763,1.0000000000000002,0.4999999999999998,2.2204460492503112E-14
0.5300000000000002,0.5000000000839804,1.0,0.4999999999999999,-2.2204460492503112E-14
0.5400000000000003,0.5000000008388601,1.0,0.4999999999999998,0.0
0.5500000000000003,0.5000000049999995,1.0000000000000002,0.49999999999999983,2.2204460492503112E-14
0.5600000000000003,0.5000000214990845,0.9999999999999989,0.5000000000000007,-1.3322676295501866E-13
0.5700000000000003,0.5000000737894522,0.9999999999999845,0.5000000000000103,-1.4432899320127023E-12
0.5800000000000003,0.5000002147483639,0.9999999999998674,0.5000000000000911,-1.170175067954914E-11
0.5900000000000003,0.5000005509980285,0.999999999999124,0.500000000000607,-7.434053372890042E-11
0.6000000000000003,0.5000012800000002,0.9999999999952722,0.5000000000032777,-3.8518077616345145E-10
0.6100000000000003,0.5000027437936763,0.9999999999782778,0.5000000000150566,-1.6994405882542182E-9
0.6200000000000003,0.500005503765709,0.9999999999125971,0.5000000000605833,-6.568068311452174E-9
0.6300000000000003,0.5000104413532286,0.9999999996854295,0.5000000002180435,-2.2716761804986143E-8
0.6400000000000003,0.5000188900999167,0.9999999989703892,0.5000000007136722,-7.150403602551585E-8
0.6500000000000004,0.5000328049999997,0.9999999968948357,0.5000000021523356,-2.0755535068417411E-7
0.6600000000000004,0.5000549755813882,0.9999999912794436,0.5000000060446289,-5.615392040247963E-7
0.6700000000000004,0.5000892896952442,0.9999999769957959,0.5000000159452989,-1.4283647709056866E-6
0.6800000000000004,0.5001410554953724,0.9999999425903947,0.5000000397933053,-3.440540119470367E-6
0.6900000000000004,0.5002173896069252,0.999999863641535,0.5000000945164829,-7.894885967196778E-6
0.7000000000000004,0.5003276799999996,0.999999690183577,0.5000002147483645,-1.7345795799705837E-5
0.7100000000000004,0.5004841325998204,0.9999993237095457,0.5000004687687482,-3.6647403134359957E-5
0.7200000000000004,0.5007024111812606,0.9999985764015388,0.5000009867629349,-7.473080069209097E-5
0.7300000000000004,0.5010023806115967,0.9999971008536378,0.5000020095337808,-1.47554790097537E-4
0.7400000000000004,0.5014089640214524,0.9999942719748514,0.5000039703592273,-2.828878786442776E-4
0.7500000000000004,0.5019531249999998,0.9999889930823529,0.500007629394531,-5.278892498461469E-4
0.7600000000000005,0.5026729864265724,0.9999793842039035,0.5000142897128731,-9.608878449363081E-4
0.7700000000000005,0.5036150980669564,0.9999622906988089,0.5000261378680672,-0.001709350509460082
0.7800000000000005,0.5048358655787004,0.9999325223815216,0.5000467711917903,-0.0029768317287293096
0.7900000000000005,0.5064031540859004,0.9998816946698803,0.5000820007644954,-0.005082771164133244
0.8000000000000005,0.5083980799999998,0.9997964903669885,0.5001410554953726,-0.008520430289182805
0.8100000000000005,0.5109170052792446,0.9996560889842047,0.5002383620085339,-0.014040138278381674
0.8200000000000005,0.5140737488355327,0.9994284141240872,0.5003961408125711,-0.022767486011743256
0.8300000000000005,0.5180020303134848,0.9990647205776527,0.500648146190815,-0.03636935464345067
0.8400000000000005,0.5228581619826689,0.9984918708831629,0.5010449911384519,-0.05728496944897849
0.8500000000000005,0.5288240049999995,0.9976014212318367,0.5016616465284793,-0.08904496513262297
0.8600000000000005,0.536110206815437,0.9962343266684341,0.502607894072507,-0.13670945634025589
0.8700000000000006,0.544959737010189,0.9941596508324058,0.5040427559040506,-0.20746758360283815
0.8800000000000006,0.5556517393727487,0.991045068537447,0.5061942321904238,-0.31145822949587537
0.8900000000000006,0.5685057185341568,0.9864160801032777,0.5093860669437622,-0.4628988434169253
0.9000000000000006,0.5838860800000003,0.9795995317180431,0.5140737488355329,-0.6816548385234594
0.9100000000000006,0.6022070429327505,0.969644907603251,0.5208925592501145,-0.995462411479219
0.9200000000000006,0.6239379455541259,0.9552132302409702,0.5307212286963552,-1.443167736228078
0.9300000000000006,0.6496089635532938,0.9344167993249394,0.5447656839509817,-2.0796430916030766
0.9400000000000006,0.6798172624027662,0.9045800673839028,0.5646684957160506,-2.9836731941036505
0.9500000000000006,0.715233605000001,0.861864347259486,0.5926510094425927,-4.271572012441679
0.9600000000000006,0.7566094365687825,0.8006333494911391,0.6316968058722966,-6.12309977683469
0.9700000000000006,0.804784469270543,0.7122553280726651,0.6857871454170542,-8.837802141847387
0.9800000000000006,0.8606947894919202,0.5824163244201972,0.7602014623332423,-12.98390036524678
0.9900000000000007,0.9253815112908969,0.38292724416455215,0.8618988602962554,-19.94890802556449
